phone,gender,age,state,region,income,incomeGroup,maritalStatus,employment,education,ethnicity,hispanic,product_purchased
,Female,61,RHODE ISLAND,Northeast,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,INDIANA,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,48,WISCONSIN,Midwest,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,GEORGIA,South,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,45,MISSOURI,Midwest,"$80,000 to $84,999","$75,000 to $99,999",Married,Full-time homemaker,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,47,OREGON,West,"$60,000 to $64,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,77,MICHIGAN,Midwest,"$85,000 to $89,999","$75,000 to $99,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,63,NEW JERSEY,Northeast,"$250,000 and above","$150,000 or more",Married,Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,45,MICHIGAN,Midwest,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,72,TENNESSEE,South,"$85,000 to $89,999","$75,000 to $99,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,CALIFORNIA,West,"$100,000 to $124,999","$100,000 to $124,999",Engaged,Employed full time,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,49,MICHIGAN,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,42,MASSACHUSETTS,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,66,NORTH DAKOTA,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Doctorate degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,72,KENTUCKY,South,"$100,000 to $124,999","$100,000 to $124,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,59,INDIANA,Midwest,"$90,000 to $94,999","$75,000 to $99,999",Married,Employed part time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,47,LOUISIANA,South,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,48,LOUISIANA,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,39,TEXAS,South,"$55,000 to $59,999","$50,000 to $74,999","Single, never married",Employed part time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,85,MICHIGAN,Midwest,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,49,MICHIGAN,Midwest,"$175,000 to $199,999","$150,000 or more",Married,Employed full time,High school graduate,White,"Yes, another Hispanic, Latino, or Spanish origin - Other",
,Male,65,OREGON,West,"$60,000 to $64,999","$50,000 to $74,999",Married,Employed part time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,59,ILLINOIS,Midwest,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Self-employed full-time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,68,RHODE ISLAND,Northeast,"$65,000 to $69,999","$50,000 to $74,999",Engaged,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,73,NEW YORK,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,61,PENNSYLVANIA,Northeast,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,69,FLORIDA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,61,CALIFORNIA,West,"$125,000 to $149,999","$125,000 to $149,999",Married,Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,76,FLORIDA,South,"$85,000 to $89,999","$75,000 to $99,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,65,TEXAS,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,44,FLORIDA,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,75,ARIZONA,West,"$70,000 to $74,999","$50,000 to $74,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,69,MICHIGAN,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,67,INDIANA,Midwest,"$80,000 to $84,999","$75,000 to $99,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,43,NORTH CAROLINA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,46,WISCONSIN,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,72,NORTH CAROLINA,South,"$95,000 to $99,999","$75,000 to $99,999","Separated, divorced or widowed",Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,76,WEST VIRGINIA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,66,KENTUCKY,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Retired,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,64,VERMONT,Northeast,"$90,000 to $94,999","$75,000 to $99,999","Separated, divorced or widowed",Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,77,UTAH,West,"$60,000 to $64,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,75,NORTH CAROLINA,South,"$70,000 to $74,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,88,OKLAHOMA,South,"$150,000 to $174,999","$150,000 or more","Separated, divorced or widowed",Self-employed full-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,35,GEORGIA,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Temporarily unemployed,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,81,FLORIDA,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Retired,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,68,FLORIDA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,80,NEW JERSEY,Northeast,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,41,WISCONSIN,Midwest,"$90,000 to $94,999","$75,000 to $99,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,46,IOWA,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,45,PENNSYLVANIA,Northeast,"$90,000 to $94,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,77,SOUTH DAKOTA,Midwest,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,78,NORTH CAROLINA,South,"$70,000 to $74,999","$50,000 to $74,999","Single, never married",Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,53,WISCONSIN,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,62,ILLINOIS,Midwest,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,38,CALIFORNIA,West,"$75,000 to $79,999","$75,000 to $99,999","Single, never married",Self-employed full-time,Other post high school vocational training,American Indian or Alaska Native,"Yes, Mexican, Mexican American, Chicano",
,Female,69,CALIFORNIA,West,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Disabled,"Completed some college, but no degree",Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,64,NEW YORK,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Temporarily unemployed,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,TEXAS,South,"$55,000 to $59,999","$50,000 to $74,999","Separated, divorced or widowed",Self-employed part-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,63,SOUTH CAROLINA,South,"$75,000 to $79,999","$75,000 to $99,999",Engaged,Retired,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,47,NEW YORK,Northeast,"$55,000 to $59,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,37,TENNESSEE,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed full time,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,45,MINNESOTA,Midwest,"$90,000 to $94,999","$75,000 to $99,999","Single, never married",Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,FLORIDA,South,"$50,000 to $54,999","$50,000 to $74,999","Single, never married",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,43,ILLINOIS,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,85,GEORGIA,South,"$65,000 to $69,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,FLORIDA,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Full-time homemaker,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,62,FLORIDA,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,44,LOUISIANA,South,"$90,000 to $94,999","$75,000 to $99,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,83,GEORGIA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Self-employed part-time,Associate's degree,Prefer not to answer,"No, not of Hispanic, Latino, or Spanish origin",
,Female,63,ILLINOIS,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,56,WISCONSIN,Midwest,"$150,000 to $174,999","$150,000 or more",Married,Full-time homemaker,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,57,COLORADO,West,"$95,000 to $99,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,53,VIRGINIA,South,"$80,000 to $84,999","$75,000 to $99,999",Married,Self-employed full-time,Doctorate degree,Asian - Filipino,"Yes, another Hispanic, Latino, or Spanish origin - Other",
,Female,69,PENNSYLVANIA,Northeast,"$75,000 to $79,999","$75,000 to $99,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,MINNESOTA,Midwest,"$250,000 and above","$150,000 or more",Married,Employed full time,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,45,CALIFORNIA,West,"$85,000 to $89,999","$75,000 to $99,999",Married,Full-time homemaker,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,46,FLORIDA,South,"$80,000 to $84,999","$75,000 to $99,999","Single, never married",Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,67,NEW YORK,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Associate's degree,Asian - Chinese,"No, not of Hispanic, Latino, or Spanish origin",
,Male,63,MISSOURI,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,60,TEXAS,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Temporarily unemployed,Bachelor's degree,Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Female,40,GEORGIA,South,"$60,000 to $64,999","$50,000 to $74,999","Single, never married",Self-employed full-time,"Completed some college, but no degree","Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,42,VIRGINIA,South,"$80,000 to $84,999","$75,000 to $99,999",Married,Active military,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,49,KENTUCKY,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Self-employed part-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,FLORIDA,South,"$80,000 to $84,999","$75,000 to $99,999","Single, never married",Employed full time,"Completed some college, but no degree",Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,36,NEW YORK,Northeast,"$80,000 to $84,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,Associate's degree,Asian - Filipino,"No, not of Hispanic, Latino, or Spanish origin",
,Female,46,FLORIDA,South,"$65,000 to $69,999","$50,000 to $74,999",Married,Full-time homemaker,Bachelor's degree,Asian - Filipino,"Yes, another Hispanic, Latino, or Spanish origin - Colombia",
,Female,59,VIRGINIA,South,"$80,000 to $84,999","$75,000 to $99,999",Married,Temporarily unemployed,Other post high school vocational training,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,68,FLORIDA,South,"$95,000 to $99,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,67,CALIFORNIA,West,"$250,000 and above","$150,000 or more",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,54,ILLINOIS,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,CALIFORNIA,West,"$95,000 to $99,999","$75,000 to $99,999",Married,In-between jobs / looking for work,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,67,MICHIGAN,Midwest,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Doctorate degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,46,NORTH CAROLINA,South,"$75,000 to $79,999","$75,000 to $99,999","Single, never married",Employed full time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,36,OHIO,Midwest,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,35,TEXAS,South,"$70,000 to $74,999","$50,000 to $74,999",Domestic partnership/living with someone,Full-time homemaker,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,73,MISSISSIPPI,South,"$55,000 to $59,999","$50,000 to $74,999",Married,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,44,NORTH CAROLINA,South,"$80,000 to $84,999","$75,000 to $99,999",Married,Employed full time,Bachelor's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,42,NEVADA,West,"$200,000 to $249,999","$150,000 or more","Single, never married",Employed full time,Associate's degree,Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Female,58,NORTH CAROLINA,South,"$75,000 to $79,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,51,TENNESSEE,South,"$65,000 to $69,999","$50,000 to $74,999",Domestic partnership/living with someone,Employed full time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,65,TEXAS,South,"$250,000 and above","$150,000 or more",Married,Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,74,FLORIDA,South,"$250,000 and above","$150,000 or more","Separated, divorced or widowed",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,35,OHIO,Midwest,"$75,000 to $79,999","$75,000 to $99,999",Married,Bringing up a family,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,48,TEXAS,South,"$80,000 to $84,999","$75,000 to $99,999","Separated, divorced or widowed",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,71,NORTH CAROLINA,South,"$60,000 to $64,999","$50,000 to $74,999",Married,Retired,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,73,PENNSYLVANIA,Northeast,"$85,000 to $89,999","$75,000 to $99,999",Married,Employed part time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,43,FLORIDA,South,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,ILLINOIS,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Married,Unable to work,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,42,ARIZONA,West,"$95,000 to $99,999","$75,000 to $99,999","Single, never married",Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,38,KENTUCKY,South,"$70,000 to $74,999","$50,000 to $74,999","Single, never married",Self-employed full-time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,60,NEBRASKA,Midwest,"$50,000 to $54,999","$50,000 to $74,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,78,TENNESSEE,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,42,ALASKA,West,"$65,000 to $69,999","$50,000 to $74,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,57,CALIFORNIA,West,"$65,000 to $69,999","$50,000 to $74,999",Married,Employed full time,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,UTAH,West,"$200,000 to $249,999","$150,000 or more",Married,Bringing up a family,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,63,HAWAII,West,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Associate's degree,White,"Yes, another Hispanic, Latino, or Spanish origin - Argentina",
,Male,76,NEW YORK,Northeast,"$65,000 to $69,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,76,TENNESSEE,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,77,CALIFORNIA,West,"$80,000 to $84,999","$75,000 to $99,999",Married,Retired,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,80,OKLAHOMA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed part time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,78,SOUTH CAROLINA,South,"$75,000 to $79,999","$75,000 to $99,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,35,NEW YORK,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,67,TEXAS,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,52,GEORGIA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Disabled,High school graduate,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,45,CALIFORNIA,West,"$65,000 to $69,999","$50,000 to $74,999","Single, never married",Self-employed full-time,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,74,NEW YORK,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,47,TENNESSEE,South,"$250,000 and above","$150,000 or more",Married,Employed full time,Doctorate degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,57,WISCONSIN,Midwest,"$250,000 and above","$150,000 or more",Married,Self-employed part-time,Doctorate degree,Asian - Filipino,"No, not of Hispanic, Latino, or Spanish origin",
,Female,39,TEXAS,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed full time,Associate's degree,"Black, or African American","Yes, Mexican, Mexican American, Chicano",
,Male,77,NEW YORK,Northeast,"$85,000 to $89,999","$75,000 to $99,999","Single, never married",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,FLORIDA,South,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,46,ARKANSAS,South,"$125,000 to $149,999","$125,000 to $149,999","Single, never married",Disabled,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,79,INDIANA,Midwest,"$50,000 to $54,999","$50,000 to $74,999","Separated, divorced or widowed",Retired,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,57,VIRGINIA,South,"$200,000 to $249,999","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,58,NEW JERSEY,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,42,TEXAS,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Employed full time,High school graduate,Asian - Filipino,"No, not of Hispanic, Latino, or Spanish origin",
,Female,41,TENNESSEE,South,"$50,000 to $54,999","$50,000 to $74,999",Married,Self-employed full-time,Associate's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,57,ARIZONA,West,"$100,000 to $124,999","$100,000 to $124,999","Separated, divorced or widowed",Disabled,Other post high school vocational training,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,CALIFORNIA,West,"$125,000 to $149,999","$125,000 to $149,999","Separated, divorced or widowed",Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,45,ARIZONA,West,"$125,000 to $149,999","$125,000 to $149,999",Married,Full-time homemaker,"Completed some college, but no degree",Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Female,62,NEW YORK,Northeast,"$250,000 and above","$150,000 or more",Married,Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,44,OKLAHOMA,South,"$250,000 and above","$150,000 or more","Single, never married",Employed full time,Associate's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,50,VIRGINIA,South,"$100,000 to $124,999","$100,000 to $124,999",Domestic partnership/living with someone,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,40,OHIO,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed part time,"Completed some college, but no degree",Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Female,43,ILLINOIS,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed part time,High school graduate,Asian - Filipino,"Yes, Mexican, Mexican American, Chicano",
,Female,54,NEW YORK,Northeast,"$125,000 to $149,999","$125,000 to $149,999","Separated, divorced or widowed",In-between jobs / looking for work,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,55,CALIFORNIA,West,"$150,000 to $174,999","$150,000 or more","Separated, divorced or widowed",Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,45,WEST VIRGINIA,South,"$150,000 to $174,999","$150,000 or more",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,38,CALIFORNIA,West,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Bachelor's degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,54,GEORGIA,South,"$250,000 and above","$150,000 or more",Married,Employed full time,Bachelor's degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,38,VIRGINIA,South,"$175,000 to $199,999","$150,000 or more",Married,Other type of paid work,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,35,PENNSYLVANIA,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,64,VIRGINIA,South,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,"Completed some college, but no degree",White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,36,NEW YORK,Northeast,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Female,36,TEXAS,South,"$250,000 and above","$150,000 or more",Married,Self-employed full-time,Master's or professional degree,White,"No, not of Hispanic, Latino, or Spanish origin",
,Male,50,VIRGINIA,South,"$125,000 to $149,999","$125,000 to $149,999",Married,Employed full time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Male,44,MICHIGAN,Midwest,"$250,000 and above","$150,000 or more",Married,Employed full time,High school graduate,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,38,NEW YORK,Northeast,"$100,000 to $124,999","$100,000 to $124,999",Married,Employed full time,Master's or professional degree,"Black, or African American","No, not of Hispanic, Latino, or Spanish origin",
,Female,70,ILLINOIS,Midwest,"$100,000 to $124,999","$100,000 to $124,999",Married,Retired,Associate's degree,Asian - Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",
,Male,77,NEW YORK,Northeast,"$95,000 to $99,999","$75,000 to $99,999",Married,Retired,Bachelor's degree,Asian - Filipino,"No, not of Hispanic, Latino, or Spanish origin",
